celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elimination_week,final_place,weeks_participated,week1_judge_total,week1_judge_mean,week1_judge_count,week2_judge_total,week2_judge_mean,week2_judge_count,week3_judge_total,week3_judge_mean,week3_judge_count,week4_judge_total,week4_judge_mean,week4_judge_count,week5_judge_total,week5_judge_mean,week5_judge_count,week6_judge_total,week6_judge_mean,week6_judge_count,week7_judge_total,week7_judge_mean,week7_judge_count,week8_judge_total,week8_judge_mean,week8_judge_count,week9_judge_total,week9_judge_mean,week9_judge_count,week10_judge_total,week10_judge_mean,week10_judge_count,week11_judge_total,week11_judge_mean,week11_judge_count,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant,age_group,industry_category
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.75,9.25,9.75,9.75,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.0,11.25,10.25,10.25,10.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,,4.0,10.0,28.0,7.0,4,28.0,7.0,4,30.0,7.5,4,32.0,8.0,4,38.5,9.625,4,36.0,9.0,4,36.5,9.125,4,42.0,10.5,4,36.5,9.125,4,38.0,9.5,4,,,0,34.55,42.0,28.0,4.781038938696623,10.166666666666668,9,8.444444444444445,1,36-45,Media
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,17.0,5.666666666666667,3,18.0,6.0,3,26.0,6.5,4,21.0,7.0,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,20.8,26.0,17.0,3.5637059362410923,2.666666666666668,10,8.0,1,46-55,Entertainment
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,6.0,7.0,,7.5,7.5,8.0,7.5,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,18.0,6.0,3,20.0,6.666666666666667,3,30.5,7.625,4,32.0,8.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.125,32.0,18.0,7.145802963978226,4.666666666666668,11,8.181818181818182,1,26-35,Model
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,7.0,7.0,,,7.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,14.0,7.0,2,21.0,7.0,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.0,23.0,14.0,4.08248290463863,3.0,12,8.25,1,36-45,Other
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.0,18.0,18.0,,,0,6.814726840855107,1,>55,Sports
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,18.5,6.166666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.5,18.5,18.5,,,0,6.814726840855107,1,46-55,Entertainment
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,6.0,6.0,,,8.0,7.0,7.0,,7.0,6.0,6.0,,7.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,8.5,,,,,,,,,,,,,,,,,7.0,,7.0,12.0,6.0,2,22.0,7.333333333333333,3,19.0,6.333333333333333,3,23.0,7.666666666666667,3,29.0,7.25,4,32.0,8.0,4,34.0,8.5,4,,,0,,,0,,,0,,,0,24.428571428571427,34.0,12.0,7.764387566686395,14.0,0,6.814726840855107,1,26-35,Media
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,22.0,5.5,4,24.0,6.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.0,24.0,22.0,1.4142135623730951,,0,6.814726840855107,1,≤25,Entertainment
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,24.0,8.0,3,37.0,9.25,4,41.0,10.25,4,29.0,9.666666666666666,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32.75,41.0,24.0,7.675719293112969,1.6666666666666643,1,13.0,1,26-35,Sports
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,,,,,,,,,,,,,8.0,,8.0,14.0,4.666666666666667,3,17.5,5.833333333333333,3,18.0,6.0,3,15.0,5.0,3,17.0,5.666666666666667,3,22.0,7.333333333333333,3,23.5,7.833333333333333,3,23.0,7.666666666666667,3,,,0,,,0,,,0,18.75,23.5,14.0,3.6449573777637356,6.333333333333332,2,7.0,1,26-35,Media
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,,7.0,17.0,5.666666666666667,3,19.0,6.333333333333333,3,16.0,5.333333333333333,3,28.0,7.0,4,21.0,7.0,3,25.0,8.333333333333334,3,24.5,8.166666666666666,3,,,0,,,0,,,0,,,0,21.5,28.0,16.0,4.481443219916251,6.166666666666668,3,6.666666666666667,1,36-45,Media
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,,2.0,11.0,20.0,6.666666666666667,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,30.0,10.0,3,30.0,10.0,3,28.9998,9.6666,3,30.0,10.0,3,30.0,10.0,3,26.363618181818183,30.0,20.0,3.748925179786383,7.999933333333331,4,7.0,1,26-35,Other
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,2.0,10.0,29.0,7.25,4,31.0,7.75,4,24.0,8.0,3,35.0,8.75,4,40.0,10.0,4,40.0,10.0,4,39.0,9.75,4,41.0,10.25,4,40.0,10.0,4,40.0,10.0,4,,,0,35.9,41.0,24.0,5.933895104491746,12.333333333333336,5,6.0,1,≤25,Media
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4.0,4.0,4.0,,6.0,6.0,6.0,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,12.0,4.0,3,18.0,6.0,3,20.0,5.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,16.666666666666668,20.0,12.0,4.163331998932266,,6,5.333333333333333,1,46-55,Model
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,9.0,8.5,8.5,9.0,,11.0,10.0,11.0,,9.0,9.5,9.0,,9.5,10.0,9.5,,9.5,10.0,10.0,,,,,,,,,,,1.0,9.0,21.0,7.0,3,22.0,7.333333333333333,3,35.0,8.75,4,36.0,9.0,4,26.0,8.666666666666666,3,32.0,10.666666666666666,3,27.5,9.166666666666666,3,29.0,9.666666666666666,3,29.5,9.833333333333334,3,,,0,,,0,28.666666666666668,36.0,21.0,5.2141634036535525,2.666666666666668,7,6.285714285714286,1,26-35,Media
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4.0,5.0,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,9.0,4.5,2,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,12.0,15.0,9.0,4.242640687119285,,8,5.625,1,46-55,Entertainment
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,7.0,5.0,6.0,,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,18.0,6.0,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.0,22.0,18.0,2.8284271247461903,,0,6.814726840855107,1,26-35,Model
Rachel Hunter,Jonathan Roberts,Model,Unknown,New Zealand,35,1,Eliminated Week 4,4,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,7.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,20.0,6.666666666666667,3,24.0,8.0,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.75,26.0,20.0,2.6299556396765835,1.6666666666666679,0,6.814726840855107,0,26-35,Model
Giselle Fernandez,Jonathan Roberts,News Anchor,Unknown,Mexico,44,2,Eliminated Week 3,8,7.0,8.0,8.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,23.0,7.666666666666667,3,24.0,8.0,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.0,24.0,22.0,1.0,,1,4.0,0,36-45,Media
Heather Mills,Jonathan Roberts,Model,Unknown,England,39,4,Eliminated Week 6,7,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,18.0,6.0,3,24.0,8.0,3,24.0,8.0,3,23.0,7.666666666666667,3,21.0,7.0,3,23.0,7.666666666666667,3,,,0,,,0,,,0,,,0,,,0,22.166666666666668,24.0,18.0,2.316606713852541,0.33333333333333215,2,6.0,0,36-45,Model
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,9.0,8.5,8.5,,8.0,8.5,8.0,,9.5,9.5,9.0,,8.0,7.5,7.5,,,,,,,3.0,10.0,21.0,7.0,3,24.0,8.0,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,21.0,7.0,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,24.5,8.166666666666666,3,28.0,9.333333333333334,3,23.0,7.666666666666667,3,,,0,24.25,28.0,21.0,2.3003622903070435,1.5,3,6.333333333333333,1,46-55,Entertainment
Monica Seles,Jonathan Roberts,Athlete,Unknown,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,15.0,5.0,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15.0,15.0,15.0,0.0,,4,5.5,0,26-35,Sports
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,17.0,5.666666666666667,3,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.5,18.0,17.0,0.7071067811865476,,5,6.6,1,46-55,Entertainment
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,18.9999,6.3333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.9999,18.9999,18.9999,,,6,7.666666666666667,1,36-45,Entertainment
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,9.0,9.0,10.0,,9.0,8.5,9.5,,10.0,9.0,10.0,,10.0,9.5,10.0,,9.6666,9.6666,10.0,,,,,,,1.0,10.0,21.0,7.0,3,26.0,8.666666666666666,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,30.0,10.0,3,28.0,9.333333333333334,3,27.0,9.0,3,29.0,9.666666666666666,3,29.5,9.833333333333334,3,29.3332,9.777733333333334,3,,,0,26.883319999999998,30.0,21.0,2.9731703994221386,5.944400000000002,0,6.814726840855107,1,≤25,Sports
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,9.0,10.0,9.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,10.0,10.0,10.0,,9.0,9.3333,9.6666,,,,,,,1.0,10.0,25.0,8.333333333333334,3,27.0,9.0,3,24.0,8.0,3,27.0,9.0,3,23.0,7.666666666666667,3,28.0,9.333333333333334,3,26.0,8.666666666666666,3,28.5,9.5,3,30.0,10.0,3,27.999900000000004,9.333300000000001,3,,,0,26.649990000000003,30.0,23.0,2.1608827930835224,3.4999666666666656,1,1.0,0,26-35,Sports
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,7.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,15.0,5.0,3,19.0,6.333333333333333,3,21.0,7.0,3,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.5,21.0,15.0,2.516611478423583,1.3333333333333357,2,1.0,1,36-45,Media
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,,,,,,,,,9.0,,9.0,20.5,6.833333333333333,3,21.0,7.0,3,21.0,7.0,3,23.0,7.666666666666667,3,28.0,9.333333333333334,3,23.0,7.666666666666667,3,22.0,7.333333333333333,3,24.0,8.0,3,23.0,7.666666666666667,3,,,0,,,0,22.833333333333332,28.0,20.5,2.2638462845343543,2.166666666666668,3,3.6666666666666665,1,≤25,Entertainment
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,,6.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,7.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,,8.0,20.0,6.666666666666667,3,20.0,6.666666666666667,3,23.0,7.666666666666667,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,23.0,7.666666666666667,3,27.0,9.0,3,25.5,8.5,3,,,0,,,0,,,0,22.9375,27.0,20.0,2.42660109147401,4.166666666666668,4,3.75,1,26-35,Entertainment
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,6.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.5,9.0,9.5,,9.5,9.0,10.0,,10.0,9.5,10.0,,10.0,10.0,9.6666,,,,,,,2.0,10.0,26.0,8.666666666666666,3,21.0,7.0,3,22.0,7.333333333333333,3,29.0,9.666666666666666,3,27.0,9.0,3,28.0,9.333333333333334,3,28.0,9.333333333333334,3,28.5,9.5,3,29.5,9.833333333333334,3,29.666600000000003,9.888866666666667,3,,,0,26.866660000000003,29.666600000000003,21.0,3.044721479763516,6.222200000000001,0,6.814726840855107,1,26-35,Entertainment
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5.0,4.0,4.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,5.0,,7.0,7.0,7.0,,6.0,6.5,6.5,,6.5,6.5,6.0,,,,,,,,,,,,,,8.0,,8.0,13.0,4.333333333333333,3,21.0,7.0,3,21.0,7.0,3,21.0,7.0,3,17.0,5.666666666666667,3,21.0,7.0,3,19.0,6.333333333333333,3,19.0,6.333333333333333,3,,,0,,,0,,,0,19.0,21.0,13.0,2.8284271247461903,1.3333333333333357,1,2.0,1,36-45,Entertainment
Floyd Mayweather Jr.,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,18.0,6.0,3,21.0,7.0,3,21.0,7.0,3,23.0,7.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.75,23.0,18.0,2.0615528128088303,1.6666666666666679,2,3.5,1,26-35,Sports
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,7.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.5,8.5,,9.0,8.5,9.0,,,,,,,,,,,,,,8.0,,8.0,24.0,8.0,3,26.0,8.666666666666666,3,21.0,7.0,3,24.0,8.0,3,27.0,9.0,3,28.0,9.333333333333334,3,25.5,8.5,3,26.5,8.833333333333334,3,,,0,,,0,,,0,25.25,28.0,21.0,2.2038926600773587,3.0,3,5.333333333333333,1,≤25,Entertainment
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,17.5,5.833333333333333,3,16.0,5.333333333333333,3,20.0,6.666666666666667,3,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.875,20.0,16.0,1.6520189667999174,0.16666666666666785,4,5.25,1,36-45,Media
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,,6.0,5.0,6.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,13.0,4.333333333333333,3,17.0,5.666666666666667,3,10.0,3.3333333333333335,3,12.0,4.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,13.0,17.0,10.0,2.943920288775949,-0.3333333333333339,5,6.0,1,>55,Other
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,,9.0,9.0,9.0,,8.0,6.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,10.6666,11.6666,10.6666,,8.5,9.0,9.0,,8.0,8.5,8.5,,,,,,,,,,,,,,8.0,,8.0,31.999899999999997,10.666633333333332,3,27.0,9.0,3,21.0,7.0,3,18.0,6.0,3,24.0,8.0,3,32.9998,10.999933333333333,3,26.5,8.833333333333334,3,25.0,8.333333333333334,3,,,0,,,0,,,0,25.8124625,32.9998,18.0,5.070427391661095,1.4999666666666656,6,6.666666666666667,1,≤25,Entertainment
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,15.0,5.0,3,18.0,6.0,3,20.0,6.666666666666667,3,14.0,4.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,16.75,20.0,14.0,2.753785273643051,-0.3333333333333357,7,6.428571428571429,1,26-35,Media
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,,,,,,,,,9.0,,9.0,24.0,8.0,3,21.0,7.0,3,21.0,7.0,3,25.0,8.333333333333334,3,22.0,7.333333333333333,3,24.0,8.0,3,33.0,8.25,4,23.0,7.666666666666667,3,24.0,8.0,3,,,0,,,0,24.11111111111111,33.0,21.0,3.620926830400072,4.666666666666668,8,6.75,1,46-55,Entertainment
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,,1.0,10.0,22.0,7.333333333333333,3,22.0,7.333333333333333,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,29.0,9.666666666666666,3,24.0,8.0,3,30.0,10.0,3,28.0,9.333333333333334,3,28.1665,9.388833333333332,3,,,0,26.31665,30.0,22.0,2.8419682151831167,5.388833333333334,9,6.444444444444445,1,26-35,Entertainment
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,20.0,6.666666666666667,3,21.0,7.0,3,24.0,8.0,3,23.0,7.666666666666667,3,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,21.4,24.0,19.0,2.0736441353327724,0.33333333333333215,10,5.9,1,26-35,Entertainment
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,,,,,,,,,9.0,,9.0,22.0,7.333333333333333,3,24.5,8.166666666666666,3,25.5,8.5,3,34.5,8.625,4,28.25,9.416666666666666,3,30.0,10.0,3,33.0,11.0,3,29.2777,9.759233333333333,3,28.611,9.537,3,,,0,,,0,28.404299999999996,34.5,22.0,3.974091277889827,6.296233333333333,11,6.181818181818182,1,26-35,Sports
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,,3.0,10.0,20.0,6.666666666666667,3,23.0,7.666666666666667,3,25.9998,8.6666,3,24.0,8.0,3,26.0,8.666666666666666,3,22.5,7.5,3,27.0,9.0,3,26.0,8.666666666666666,3,29.5,9.833333333333334,3,27.999899999999997,9.3333,3,,,0,25.19997,29.5,20.0,2.830373356624332,4.833366666666667,12,6.083333333333333,1,26-35,Sports
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,,2.0,11.0,24.0,8.0,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,27.0,9.0,3,28.0,9.333333333333334,3,26.999899999999997,8.999966666666666,3,29.5,9.833333333333334,3,30.0,10.0,3,29.0,9.666666666666666,3,37.5,9.375,4,29.6664,9.8888,3,28.515118181818185,37.5,24.0,3.512239667453855,6.7221333333333355,13,5.846153846153846,1,≤25,Entertainment
Sean Avery,Karina Smirnoff,Athlete,Unknown,Canada,33,18,Eliminated Week 2,11,7.0,6.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,20.0,6.666666666666667,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.5,21.0,20.0,0.7071067811865476,,14,5.571428571428571,0,26-35,Sports
