celebrity_name,season,week,judge_total,judge_mean,judge_count,judge1_score,judge2_score,judge3_score,judge4_score,placement,elimination_week,is_elimination_week,celebrity_industry,industry_category,age,age_group,partner,partner_experience,home_country,home_state,is_us,weekly_rank,weekly_rank_pct,season_weeks,vote_share_hat,total_votes_hat,votes_hat
Mario Lopez,3,4,29.0,9.666666666666666,3,10.0,9.0,10.0,,2,,False,Actor/Actress,Entertainment,32,26-35,Karina Smirnoff,0,United States,California,1,1.0,0.125,10.0,0.3325332633333332,924776.191886989,307518.8449411532
Jerry Springer,3,4,22.0,7.333333333333333,3,7.0,7.0,8.0,,5,7.0,False,TV Personality,Media,62,>55,Kym Johnson,0,England,Unknown,0,7.0,0.875,10.0,0.22242223222222218,924776.191886989,205690.78490547018
Monique Coleman,3,4,24.0,8.0,3,8.0,8.0,8.0,,4,8.0,False,Actor/Actress,Entertainment,25,≤25,Louis van Amstel,2,United States,South Carolina,1,4.0,0.625,10.0,0.00020001000000002383,924776.191886989,184.9644861393387
Emmitt Smith,3,4,24.0,8.0,3,8.0,8.0,8.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,4.0,0.625,10.0,0.00020000999999969857,924776.191886989,184.96448613903792
Joey Lawrence,3,4,27.0,9.0,3,9.0,9.0,9.0,,3,,False,Actor/Actress,Entertainment,30,26-35,Edyta Sliwinska,2,United States,Pennsylvania,1,3.0,0.375,10.0,1.0000000480459013e-08,924776.191886989,0.009247762363186947
Vivica A. Fox,3,4,24.0,8.0,3,8.0,8.0,8.0,,8,4.0,True,Actor/Actress,Entertainment,42,36-45,Nick Kosovich,1,United States,Indiana,1,4.0,0.625,10.0,1.0000000463111778e-08,924776.191886989,0.009247762347144637
Willa Ford,3,4,28.0,9.333333333333334,3,9.0,9.0,10.0,,7,5.0,False,Singer/Rapper,Entertainment,25,≤25,Maksim Chmerkoskiy,1,United States,Florida,1,2.0,0.25,10.0,9.999999999999999e-09,924776.191886989,0.009247761918869888
Emmitt Smith,3,5,27.0,9.0,3,9.0,9.0,9.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.3571428571428571,10.0,0.23613255936098188,986427.9380127883,232927.7536281357
Mario Lopez,3,5,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Actor/Actress,Entertainment,32,26-35,Karina Smirnoff,0,United States,California,1,1.0,0.3571428571428571,10.0,0.23613255936098188,986427.9380127883,232927.7536281357
Monique Coleman,3,5,27.0,9.0,3,9.0,9.0,9.0,,4,8.0,False,Actor/Actress,Entertainment,25,≤25,Louis van Amstel,2,United States,South Carolina,1,1.0,0.3571428571428571,10.0,0.23613255936098188,986427.9380127883,232927.7536281357
Willa Ford,3,5,27.0,9.0,3,9.0,9.0,9.0,,7,5.0,True,Singer/Rapper,Entertainment,25,≤25,Maksim Chmerkoskiy,1,United States,Florida,1,1.0,0.3571428571428571,10.0,0.23613255936098188,986427.9380127883,232927.7536281357
Joey Lawrence,3,5,25.0,8.333333333333334,3,8.0,8.0,9.0,,3,,False,Actor/Actress,Entertainment,30,26-35,Edyta Sliwinska,2,United States,Pennsylvania,1,5.0,0.7142857142857143,10.0,0.03195706680250474,986427.9380127883,31523.34351093168
Jerry Springer,3,5,24.0,8.0,3,8.0,8.0,8.0,,5,7.0,False,TV Personality,Media,62,>55,Kym Johnson,0,England,Unknown,0,6.0,0.9285714285714286,10.0,0.011756347876783896,986427.9380127883,11596.78999465696
Sara Evans,3,5,24.0,8.0,3,8.0,8.0,8.0,,6,-1.0,False,Singer/Rapper,Entertainment,35,26-35,Tony Dovolani,1,United States,Missouri,1,6.0,0.9285714285714286,10.0,0.011756347876783896,986427.9380127883,11596.78999465696
Mario Lopez,3,6,28.0,9.333333333333334,3,9.0,9.0,10.0,,2,,False,Actor/Actress,Entertainment,32,26-35,Karina Smirnoff,0,United States,California,1,1.0,0.2,10.0,0.9303311696213278,1048079.6841385874,975061.1984010038
Emmitt Smith,3,6,25.0,8.333333333333334,3,8.0,8.0,9.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,2.0,0.4,10.0,0.04631846154669188,1048079.6841385874,48545.43854764213
Joey Lawrence,3,6,24.0,8.0,3,8.0,8.0,8.0,,3,,False,Actor/Actress,Entertainment,30,26-35,Edyta Sliwinska,2,United States,Pennsylvania,1,3.0,0.6,10.0,0.017039609749717945,1048079.6841385874,17858.868804329177
Monique Coleman,3,6,23.0,7.666666666666667,3,9.0,7.0,7.0,,4,8.0,False,Actor/Actress,Entertainment,25,≤25,Louis van Amstel,2,United States,South Carolina,1,4.0,0.8,10.0,0.006268522112505698,1048079.6841385874,6569.910675690722
Jerry Springer,3,6,18.0,6.0,3,7.0,6.0,5.0,,5,7.0,False,TV Personality,Media,62,>55,Kym Johnson,0,England,Unknown,0,5.0,1.0,10.0,4.223696975665866e-05,1048079.6841385874,44.267709921529885
Emmitt Smith,3,7,28.5,9.5,3,10.0,9.5,9.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.3,10.0,0.35288958094584927,1109731.4302643868,391612.6593884374
Joey Lawrence,3,7,28.5,9.5,3,9.5,9.0,10.0,,3,,False,Actor/Actress,Entertainment,30,26-35,Edyta Sliwinska,2,United States,Pennsylvania,1,1.0,0.3,10.0,0.35288958094584927,1109731.4302643868,391612.6593884374
Mario Lopez,3,7,28.0,9.333333333333334,3,9.5,9.0,9.5,,2,,False,Actor/Actress,Entertainment,32,26-35,Karina Smirnoff,0,United States,California,1,3.0,0.6,10.0,0.21403835033680071,1109731.4302643868,237525.08465068776
Monique Coleman,3,7,27.0,9.0,3,9.0,9.0,9.0,,4,8.0,False,Actor/Actress,Entertainment,25,≤25,Louis van Amstel,2,United States,South Carolina,1,4.0,0.8,10.0,0.07874030871115964,1109731.4302643868,87380.59540549455
Jerry Springer,3,7,23.0,7.666666666666667,3,7.5,8.0,7.5,,5,7.0,True,TV Personality,Media,62,>55,Kym Johnson,0,England,Unknown,0,5.0,1.0,10.0,0.0014421790603410501,1109731.4302643868,1600.431431329623
Mario Lopez,3,8,28.5,9.5,3,9.5,9.0,10.0,,2,,False,Actor/Actress,Entertainment,32,26-35,Karina Smirnoff,0,United States,California,1,1.0,0.25,10.0,0.6322728754214296,1171383.176390186,740633.8091565105
Emmitt Smith,3,8,27.0,9.0,3,8.5,9.0,9.5,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,2.0,0.625,10.0,0.1410791479502918,1171383.176390186,165257.74044843382
Joey Lawrence,3,8,27.0,9.0,3,9.5,8.5,9.0,,3,,False,Actor/Actress,Entertainment,30,26-35,Edyta Sliwinska,2,United States,Pennsylvania,1,2.0,0.625,10.0,0.1410791479502918,1171383.176390186,165257.74044843382
Monique Coleman,3,8,26.5,8.833333333333334,3,8.5,9.0,9.0,,4,8.0,True,Actor/Actress,Entertainment,25,≤25,Louis van Amstel,2,United States,South Carolina,1,4.0,1.0,10.0,0.08556882867798672,1171383.176390186,100233.88633680773
Emmitt Smith,3,9,29.5,9.833333333333334,3,9.5,10.0,10.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.6666666666666666,10.0,0.3333333333333333,1233034.9225159856,411011.6408386618
Joey Lawrence,3,9,29.5,9.833333333333334,3,9.5,10.0,10.0,,3,,False,Actor/Actress,Entertainment,30,26-35,Edyta Sliwinska,2,United States,Pennsylvania,1,1.0,0.6666666666666666,10.0,0.3333333333333333,1233034.9225159856,411011.6408386618
Mario Lopez,3,9,29.5,9.833333333333334,3,10.0,9.5,10.0,,2,,False,Actor/Actress,Entertainment,32,26-35,Karina Smirnoff,0,United States,California,1,1.0,0.6666666666666666,10.0,0.3333333333333333,1233034.9225159856,411011.6408386618
Emmitt Smith,3,10,29.666600000000003,9.888866666666669,3,10.0,9.6666,10.0,,1,,False,Athlete,Sports,37,36-45,Cheryl Burke,1,United States,Florida,1,1.0,0.75,10.0,0.5,1294686.6686417847,647343.3343208923
Mario Lopez,3,10,29.666600000000003,9.888866666666669,3,10.0,10.0,9.6666,,2,,False,Actor/Actress,Entertainment,32,26-35,Karina Smirnoff,0,United States,California,1,1.0,0.75,10.0,0.5,1294686.6686417847,647343.3343208923
Joey Fatone,4,1,24.0,8.0,3,8.0,8.0,8.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,1.0,0.0909090909090909,10.0,0.6734933387458005,703087.554394032,473524.78443945624
Laila Ali,4,1,23.0,7.666666666666667,3,7.0,8.0,8.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,2.0,0.1818181818181818,10.0,0.24776435309049397,703087.554394032,174200.0330804148
Ian Ziering,4,1,21.0,7.0,3,7.0,7.0,7.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,3.0,0.3181818181818182,10.0,0.03353125890143812,703087.554394032,23575.410816765245
Apolo Anton Ohno,4,1,21.0,7.0,3,7.0,7.0,7.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,3.0,0.3181818181818182,10.0,0.03353125890143812,703087.554394032,23575.410816765245
Paulina Porizkova,4,1,19.0,6.333333333333333,3,6.0,6.0,7.0,,11,2.0,False,Model,Model,41,36-45,Alec Mazo,1,Czechoslovakia,Unknown,0,5.0,0.5,10.0,0.004537962420706318,703087.554394032,3190.584900306427
Shandi Finnessey,4,1,19.0,6.333333333333333,3,6.0,6.0,7.0,,10,3.0,False,Beauty Pageant,Model,28,26-35,Brian Fortuna,0,United States,Missouri,1,5.0,0.5,10.0,0.004537962420706318,703087.554394032,3190.584900306427
Heather Mills,4,1,18.0,6.0,3,6.0,6.0,6.0,,7,6.0,False,Model,Model,39,36-45,Jonathan Roberts,2,England,Unknown,0,7.0,0.6363636363636364,10.0,0.001669423079386446,703087.554394032,1173.7505901347702
John Ratzenberger,4,1,17.0,5.666666666666667,3,6.0,5.0,6.0,,6,7.0,False,Actor/Actress,Entertainment,59,>55,Edyta Sliwinska,3,United States,Connecticut,1,8.0,0.7272727272727273,10.0,0.0006141464295233942,703087.554394032,431.7987111734299
Clyde Drexler,4,1,16.0,5.333333333333333,3,6.0,5.0,5.0,,8,5.0,False,Athlete,Sports,44,36-45,Elena Grinenko,1,United States,Louisiana,1,9.0,0.8181818181818182,10.0,0.0002259318452905028,703087.554394032,158.84986856503042
Leeza Gibbons,4,1,15.0,5.0,3,5.0,5.0,5.0,,9,4.0,False,TV Personality,Media,50,46-55,Tony Dovolani,2,United States,South Carolina,1,10.0,0.9090909090909092,10.0,8.311568098830296e-05,703087.554394032,58.43760087786047
Billy Ray Cyrus,4,1,13.0,4.333333333333333,3,5.0,4.0,4.0,,5,8.0,False,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,11.0,1.0,10.0,1.1248484227955925e-05,703087.554394032,7.908669266473372
Laila Ali,4,2,27.0,9.0,3,9.0,9.0,9.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,1.0,0.0909090909090909,10.0,0.4900926128198664,761678.183926868,373292.8512886095
Clyde Drexler,4,2,18.0,6.0,3,6.0,6.0,6.0,,8,5.0,False,Athlete,Sports,44,36-45,Elena Grinenko,1,United States,Louisiana,1,11.0,1.0,10.0,0.33353334333333345,761678.183926868,254045.07122918998
Shandi Finnessey,4,2,20.0,6.666666666666667,3,6.0,7.0,7.0,,10,3.0,False,Beauty Pageant,Model,28,26-35,Brian Fortuna,0,United States,Missouri,1,10.0,0.9090909090909092,10.0,0.11131112111111122,761678.183926868,84783.25257877485
Apolo Anton Ohno,4,2,26.0,8.666666666666666,3,8.0,9.0,9.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,2.0,0.1818181818181818,10.0,0.06446285273568894,761678.183926868,49099.94860246469
Billy Ray Cyrus,4,2,21.0,7.0,3,7.0,7.0,7.0,,5,8.0,False,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,6.0,0.6818181818181818,10.0,0.00020000999999999822,761678.183926868,152.34325356721152
Leeza Gibbons,4,2,21.0,7.0,3,7.0,7.0,7.0,,9,4.0,False,TV Personality,Media,50,46-55,Tony Dovolani,2,United States,South Carolina,1,6.0,0.6818181818181818,10.0,0.00020000999999992015,761678.183926868,152.34325356715206
John Ratzenberger,4,2,21.0,7.0,3,7.0,7.0,7.0,,6,7.0,False,Actor/Actress,Entertainment,59,>55,Edyta Sliwinska,3,United States,Connecticut,1,6.0,0.6818181818181818,10.0,0.0002000099999997612,761678.183926868,152.34325356703098
Joey Fatone,4,2,24.0,8.0,3,8.0,8.0,8.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,3.0,0.3181818181818182,10.0,1.0000000112697633e-08,761678.183926868,0.007616781925108009
Ian Ziering,4,2,22.0,7.333333333333333,3,7.0,8.0,7.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,5.0,0.4545454545454545,10.0,1.0000000058053843e-08,761678.183926868,0.007616781883487026
Heather Mills,4,2,24.0,8.0,3,8.0,8.0,8.0,,7,6.0,False,Model,Model,39,36-45,Jonathan Roberts,2,England,Unknown,0,3.0,0.3181818181818182,10.0,1.000000000167533e-08,761678.183926868,0.007616781840544743
Paulina Porizkova,4,2,21.0,7.0,3,7.0,7.0,7.0,,11,2.0,True,Model,Model,41,36-45,Alec Mazo,1,Czechoslovakia,Unknown,0,6.0,0.6818181818181818,10.0,9.999999999999995e-09,761678.183926868,0.007616781839268677
Clyde Drexler,4,3,16.0,5.333333333333333,3,6.0,5.0,5.0,,8,5.0,False,Athlete,Sports,44,36-45,Elena Grinenko,1,United States,Louisiana,1,10.0,1.0,10.0,0.6252000099999998,820268.8134597039,512832.07037769485
John Ratzenberger,4,3,20.0,6.666666666666667,3,7.0,6.0,7.0,,6,7.0,False,Actor/Actress,Entertainment,59,>55,Edyta Sliwinska,3,United States,Connecticut,1,9.0,0.9,10.0,0.12520000999999975,820268.8134597039,102697.66364784286
Heather Mills,4,3,24.0,8.0,3,8.0,8.0,8.0,,7,6.0,False,Model,Model,39,36-45,Jonathan Roberts,2,England,Unknown,0,1.0,0.25,10.0,0.06229998500000007,820268.8134597039,51102.734774507415
Leeza Gibbons,4,3,24.0,8.0,3,8.0,8.0,8.0,,9,4.0,False,TV Personality,Media,50,46-55,Tony Dovolani,2,United States,South Carolina,1,1.0,0.25,10.0,0.062299985000000016,820268.8134597039,51102.734774507364
Ian Ziering,4,3,24.0,8.0,3,8.0,8.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,1.0,0.25,10.0,0.06229998499999996,820268.8134597039,51102.73477450732
Joey Fatone,4,3,24.0,8.0,3,8.0,8.0,8.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,1.0,0.25,10.0,0.06229998499999993,820268.8134597039,51102.7347745073
Laila Ali,4,3,21.0,7.0,3,7.0,7.0,7.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,6.0,0.7,10.0,0.00020001000000014266,820268.8134597039,164.0619653801924
Billy Ray Cyrus,4,3,21.0,7.0,3,7.0,7.0,7.0,,5,8.0,False,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,6.0,0.7,10.0,0.0002000100000000646,820268.8134597039,164.06196538012836
Shandi Finnessey,4,3,21.0,7.0,3,7.0,7.0,7.0,,10,3.0,True,Beauty Pageant,Model,28,26-35,Brian Fortuna,0,United States,Missouri,1,6.0,0.7,10.0,1.0000000100554572e-08,820268.8134597039,0.008202688217078818
Apolo Anton Ohno,4,3,23.0,7.666666666666667,3,7.0,8.0,8.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,5.0,0.5,10.0,1.0000000078003167e-08,820268.8134597039,0.008202688198580605
Joey Fatone,4,4,28.0,9.333333333333334,3,10.0,9.0,9.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,1.0,0.1111111111111111,10.0,0.8333245280066162,878859.44299254,732375.1305159159
Apolo Anton Ohno,4,4,26.0,8.666666666666666,3,9.0,8.0,9.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,2.0,0.2222222222222222,10.0,0.08935232507030698,878859.44299254,78528.13464137836
Clyde Drexler,4,4,15.0,5.0,3,6.0,4.0,5.0,,8,5.0,False,Athlete,Sports,44,36-45,Elena Grinenko,1,United States,Louisiana,1,9.0,1.0,10.0,0.07712308692307696,878859.44299254,67780.35321508066
John Ratzenberger,4,4,16.0,5.333333333333333,3,6.0,5.0,5.0,,6,7.0,False,Actor/Actress,Entertainment,59,>55,Edyta Sliwinska,3,United States,Connecticut,1,7.0,0.8333333333333334,10.0,0.00020000999999996393,878859.44299254,175.7806771929062
Ian Ziering,4,4,24.0,8.0,3,7.0,9.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,3.0,0.3333333333333333,10.0,1.000000001902257e-08,878859.44299254,0.008788594446643564
Laila Ali,4,4,21.0,7.0,3,7.0,7.0,7.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,5.0,0.6111111111111112,10.0,1.0000000005361623e-08,878859.44299254,0.008788594434637512
Billy Ray Cyrus,4,4,21.0,7.0,3,7.0,7.0,7.0,,5,8.0,False,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,5.0,0.6111111111111112,10.0,1.0000000001024814e-08,878859.44299254,0.008788594430826068
Heather Mills,4,4,23.0,7.666666666666667,3,7.0,8.0,8.0,,7,6.0,False,Model,Model,39,36-45,Jonathan Roberts,2,England,Unknown,0,4.0,0.4444444444444444,10.0,1e-08,878859.44299254,0.0087885944299254
Leeza Gibbons,4,4,16.0,5.333333333333333,3,6.0,5.0,5.0,,9,4.0,True,TV Personality,Media,50,46-55,Tony Dovolani,2,United States,South Carolina,1,7.0,0.8333333333333334,10.0,1e-08,878859.44299254,0.0087885944299254
Apolo Anton Ohno,4,5,30.0,10.0,3,10.0,10.0,10.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,1.0,0.125,10.0,0.8736036682491624,937450.072525376,818959.8221586117
Laila Ali,4,5,28.0,9.333333333333334,3,9.0,10.0,9.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,2.0,0.25,10.0,0.11822939987904423,937450.072525376,110834.15949124169
Joey Fatone,4,5,25.0,8.333333333333334,3,8.0,8.0,9.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,3.0,0.375,10.0,0.0058862952148694995,937450.072525376,5518.107876085186
Ian Ziering,4,5,24.0,8.0,3,8.0,8.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,4.0,0.5,10.0,0.0021654469942163266,937450.072525376,2029.9984417779528
Heather Mills,4,5,21.0,7.0,3,7.0,7.0,7.0,,7,6.0,False,Model,Model,39,36-45,Jonathan Roberts,2,England,Unknown,0,5.0,0.625,10.0,0.00010781125754803372,937450.072525376,101.0676712074562
John Ratzenberger,4,5,18.0,6.0,3,6.0,6.0,6.0,,6,7.0,False,Actor/Actress,Entertainment,59,>55,Edyta Sliwinska,3,United States,Connecticut,1,6.0,0.75,10.0,5.367606450369342e-06,937450.072525376,5.031863056186416
Billy Ray Cyrus,4,5,17.0,5.666666666666667,3,6.0,6.0,5.0,,5,8.0,False,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,7.0,0.875,10.0,1.9746320613901026e-06,937450.072525376,1.8511189691610843
Clyde Drexler,4,5,13.0,4.333333333333333,3,4.0,5.0,4.0,,8,5.0,True,Athlete,Sports,44,36-45,Elena Grinenko,1,United States,Louisiana,1,8.0,1.0,10.0,3.6166647774537904e-08,937450.072525376,0.03390442657924029
John Ratzenberger,4,6,19.0,6.333333333333333,3,7.0,6.0,6.0,,6,7.0,False,Actor/Actress,Entertainment,59,>55,Edyta Sliwinska,3,United States,Connecticut,1,7.0,1.0,10.0,0.44464445444444406,996040.7020582119,442883.97457113466
Billy Ray Cyrus,4,6,21.0,7.0,3,7.0,7.0,7.0,,5,8.0,False,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,6.0,0.8571428571428571,10.0,0.2224222322222225,996040.7020582119,221541.59633597714
Apolo Anton Ohno,4,6,28.0,9.333333333333334,3,9.0,9.0,10.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,1.0,0.2142857142857142,10.0,0.16646664166666675,996040.7020582119,165807.55063493954
Laila Ali,4,6,28.0,9.333333333333334,3,9.0,9.0,10.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,1.0,0.2142857142857142,10.0,0.1664666416666667,996040.7020582119,165807.5506349395
Heather Mills,4,6,23.0,7.666666666666667,3,7.0,8.0,8.0,,7,6.0,True,Model,Model,39,36-45,Jonathan Roberts,2,England,Unknown,0,5.0,0.7142857142857143,10.0,1.0000000081472615e-08,996040.7020582119,0.00996040710173216
Ian Ziering,4,6,24.0,8.0,3,8.0,8.0,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,4.0,0.5714285714285714,10.0,1.0000000052849678e-08,996040.7020582119,0.009960407073222549
Joey Fatone,4,6,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,3.0,0.4285714285714285,10.0,1e-08,996040.7020582119,0.009960407020582119
Billy Ray Cyrus,4,7,19.0,6.333333333333333,3,6.0,6.5,6.5,,5,8.0,False,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,6.0,1.0,10.0,0.3335333433333332,1054631.3315910478,351754.7140096473
Laila Ali,4,7,29.5,9.833333333333334,3,10.0,9.5,10.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,1.0,0.25,10.0,0.33323331333333345,1054631.3315910478,351438.29297123034
Joey Fatone,4,7,29.5,9.833333333333334,3,10.0,9.5,10.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,1.0,0.25,10.0,0.3332333133333334,1054631.3315910478,351438.2929712303
John Ratzenberger,4,7,22.5,7.5,3,7.5,7.5,7.5,,6,7.0,True,Actor/Actress,Entertainment,59,>55,Edyta Sliwinska,3,United States,Connecticut,1,5.0,0.8333333333333334,10.0,1.00000000835326e-08,1054631.3315910478,0.010546313404006575
Ian Ziering,4,7,27.0,9.0,3,9.0,9.0,9.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,3.0,0.5833333333333334,10.0,1.0000000001675335e-08,1054631.3315910478,0.01054631331767734
Apolo Anton Ohno,4,7,27.0,9.0,3,9.0,8.5,9.5,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,3.0,0.5833333333333334,10.0,1.0000000001675335e-08,1054631.3315910478,0.01054631331767734
Apolo Anton Ohno,4,8,29.0,9.666666666666666,3,10.0,9.0,10.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,1.0,0.2,10.0,0.7637392897823777,1113221.9611238837,850211.3499589006
Joey Fatone,4,8,27.5,9.166666666666666,3,9.5,9.0,9.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,2.0,0.4,10.0,0.17041327004079,1113221.9611238837,189707.79467634222
Laila Ali,4,8,26.5,8.833333333333334,3,9.0,8.5,9.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,3.0,0.6,10.0,0.06269153855080392,1113221.9611238837,69789.5974913995
Ian Ziering,4,8,23.5,7.833333333333333,3,8.0,7.5,8.0,,4,9.0,False,Actor/Actress,Entertainment,42,36-45,Cheryl Burke,2,United States,New Jersey,1,4.0,0.8,10.0,0.0031212279159154523,1113221.9611238837,3474.6194616700122
Billy Ray Cyrus,4,8,19.0,6.333333333333333,3,6.5,6.5,6.0,,5,8.0,True,Singer/Rapper,Entertainment,45,36-45,Karina Smirnoff,1,United States,Kentucky,1,5.0,1.0,10.0,3.467371011297001e-05,1113221.9611238837,38.59953557140152
Joey Fatone,4,9,30.0,10.0,3,10.0,10.0,10.0,,2,,False,Singer/Rapper,Entertainment,30,26-35,Kym Johnson,1,United States,New York,1,1.0,0.375,10.0,0.3362011175603434,1171812.59065672,393964.7025500705
Laila Ali,4,9,30.0,10.0,3,10.0,10.0,10.0,,3,,False,Athlete,Sports,29,26-35,Maksim Chmerkoskiy,2,United States,Florida,1,1.0,0.375,10.0,0.3362011175603434,1171812.59065672,393964.7025500705
Apolo Anton Ohno,4,9,29.5,9.833333333333334,3,10.0,9.5,10.0,,1,,False,Athlete,Sports,24,≤25,Julianne Hough,0,United States,Washington,1,3.0,0.75,10.0,0.2039162856299997,1171812.59065672,238951.67094118564
