season,week,celebrity_name,partner,celebrity_industry,industry_category,home_state,home_country,age,age_group,judge_total,judge_mean,judge_count,p_survive_next,vote_share_hat,total_votes_hat,votes_hat,placement,elimination_week
3,9,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,29.5,9.833333333333334,3,0.8460674359824885,0.33202235553487097,1333333.3333333335,442696.4740464947,2,
3,10,Mario Lopez,Karina Smirnoff,Actor/Actress,Entertainment,California,United States,32,26-35,29.666600000000003,9.888866666666669,3,0.929597218854505,0.504994020544514,1400000.0,706991.6287623197,2,
3,10,Emmitt Smith,Cheryl Burke,Athlete,Sports,Florida,United States,37,36-45,29.666600000000003,9.888866666666669,3,0.8896437258633767,0.4950059794554859,1400000.0,693008.3712376803,1,
4,1,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,24.0,8.0,3,0.9878817420925297,0.10765185922991907,800000.0,86121.48738393525,2,
4,1,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,23.0,7.666666666666667,3,0.9878817420925297,0.10517164736523099,800000.0,84137.31789218479,3,
4,1,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,21.0,7.0,3,0.9873279028057048,0.09913287624826701,800000.0,79306.30099861362,1,
4,1,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,21.0,7.0,3,0.9863833310711029,0.09908606824607906,800000.0,79268.85459686325,4,9.0
4,1,Shandi Finnessey,Brian Fortuna,Beauty Pageant,Model,Missouri,United States,28,26-35,19.0,6.333333333333333,3,0.9878448813540263,0.09236626404784036,800000.0,73893.01123827229,10,3.0
4,1,Paulina Porizkova,Alec Mazo,Model,Model,Unknown,Czechoslovakia,41,36-45,19.0,6.333333333333333,3,0.9831295790000785,0.09214875312489024,800000.0,73719.0024999122,11,2.0
4,1,Heather Mills,Jonathan Roberts,Model,Model,Unknown,England,39,36-45,18.0,6.0,3,0.9653927998664465,0.08802776667852742,800000.0,70422.21334282194,7,6.0
4,1,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Entertainment,Connecticut,United States,59,>55,17.0,5.666666666666667,3,0.9609491979346365,0.08474872226740297,800000.0,67798.97781392238,6,7.0
4,1,Clyde Drexler,Elena Grinenko,Athlete,Sports,Louisiana,United States,44,36-45,16.0,5.333333333333333,3,0.9437972956549154,0.081280694855361,800000.0,65024.555884288806,8,5.0
4,1,Leeza Gibbons,Tony Dovolani,TV Personality,Media,South Carolina,United States,50,46-55,15.0,5.0,3,0.91489342562365,0.07777248902143173,800000.0,62217.99121714538,9,4.0
4,1,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,13.0,4.333333333333333,3,0.8716421924489723,0.07261285891505019,800000.0,58090.287132040154,5,8.0
4,2,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,27.0,9.0,3,0.9828500681822531,0.11374329933433319,866666.6666666667,98577.52608975544,3,
4,2,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,26.0,8.666666666666666,3,0.9828500681822531,0.110769439599636,866666.6666666667,96000.18098635122,1,
4,2,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,24.0,8.0,3,0.9864668884232011,0.10322200980361784,866666.6666666667,89459.07516313547,2,
4,2,Heather Mills,Jonathan Roberts,Model,Model,Unknown,England,39,36-45,24.0,8.0,3,0.9555042588877021,0.10163630345895354,866666.6666666667,88084.79633109308,7,6.0
4,2,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,22.0,7.333333333333333,3,0.9745011761223263,0.09373918102006688,866666.6666666667,81240.62355072465,4,9.0
4,2,Leeza Gibbons,Tony Dovolani,TV Personality,Media,South Carolina,United States,50,46-55,21.0,7.0,3,0.9291581316263993,0.08756583225270592,866666.6666666667,75890.38795234513,9,4.0
4,2,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,21.0,7.0,3,0.9270422109972726,0.08747324006533708,866666.6666666667,75810.14138995881,5,8.0
4,2,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Entertainment,Connecticut,United States,59,>55,21.0,7.0,3,0.9218311975414815,0.0872456246054092,866666.6666666667,75612.87465802132,6,7.0
4,2,Shandi Finnessey,Brian Fortuna,Beauty Pageant,Model,Missouri,United States,28,26-35,20.0,6.666666666666667,3,0.8564375779789808,0.08098843477380245,866666.6666666667,70189.97680396213,10,3.0
4,2,Clyde Drexler,Elena Grinenko,Athlete,Sports,Louisiana,United States,44,36-45,18.0,6.0,3,0.6916844061977621,0.06985723151290217,866666.6666666667,60542.93397784855,8,5.0
4,2,Paulina Porizkova,Alec Mazo,Model,Model,Unknown,Czechoslovakia,41,36-45,21.0,7.0,3,0.2946097338524879,0.06375940357323569,866666.6666666667,55258.14976347093,11,2.0
4,3,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,24.0,8.0,3,0.986769260169273,0.1146315557693676,933333.3333333334,106989.45205140975,2,
4,3,Leeza Gibbons,Tony Dovolani,TV Personality,Media,South Carolina,United States,50,46-55,24.0,8.0,3,0.9839605553333463,0.1144706856524559,933333.3333333334,106839.30660895884,9,4.0
4,3,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,24.0,8.0,3,0.977114153911765,0.11407949945640103,933333.3333333334,106474.19949264097,4,9.0
4,3,Heather Mills,Jonathan Roberts,Model,Model,Unknown,England,39,36-45,24.0,8.0,3,0.9620080680444225,0.11322109795173425,933333.3333333334,105673.02475495197,7,6.0
4,3,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,23.0,7.666666666666667,3,0.9815520214760831,0.10946139817716803,933333.3333333334,102163.9716320235,1,
4,3,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,21.0,7.0,3,0.9537707325445275,0.09808908575431752,933333.3333333334,91549.81337069636,3,
4,3,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,21.0,7.0,3,0.9453271667306008,0.09767584784287277,933333.3333333334,91164.12465334791,5,8.0
4,3,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Entertainment,Connecticut,United States,59,>55,20.0,6.666666666666667,3,0.8650331668498413,0.08965971266203668,933333.3333333334,83682.39848456757,6,7.0
4,3,Shandi Finnessey,Brian Fortuna,Beauty Pageant,Model,Missouri,United States,28,26-35,21.0,7.0,3,0.45294382143736744,0.07636027868730208,933333.3333333334,71269.59344148195,10,3.0
4,3,Clyde Drexler,Elena Grinenko,Athlete,Sports,Louisiana,United States,44,36-45,16.0,5.333333333333333,3,0.6729559746263792,0.07235083804634403,933333.3333333334,67527.44884325443,8,5.0
4,4,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,28.0,9.333333333333334,3,0.9775526858275488,0.13430659858251162,1000000.0,134306.59858251162,2,
4,4,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,26.0,8.666666666666666,3,0.9768295319100898,0.12939658493196288,1000000.0,129396.58493196288,1,
4,4,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,24.0,8.0,3,0.976448844167108,0.1236453779162675,1000000.0,123645.37791626749,4,9.0
4,4,Heather Mills,Jonathan Roberts,Model,Model,Unknown,England,39,36-45,23.0,7.666666666666667,3,0.9650661503093204,0.11988787600452307,1000000.0,119887.87600452307,7,6.0
4,4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,21.0,7.0,3,0.9751287948161905,0.11426247549877483,1000000.0,114262.47549877483,5,8.0
4,4,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,21.0,7.0,3,0.9734832930634669,0.11416850460953956,1000000.0,114168.50460953957,3,
4,4,Leeza Gibbons,Tony Dovolani,TV Personality,Media,South Carolina,United States,50,46-55,16.0,5.333333333333333,3,0.7126110709486465,0.08869007898819728,1000000.0,88690.07898819727,9,4.0
4,4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Entertainment,Connecticut,United States,59,>55,16.0,5.333333333333333,3,0.6965351590332506,0.08798004945530088,1000000.0,87980.04945530089,6,7.0
4,4,Clyde Drexler,Elena Grinenko,Athlete,Sports,Louisiana,United States,44,36-45,15.0,5.0,3,0.7274205553277131,0.08766245401292226,1000000.0,87662.45401292226,8,5.0
4,5,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,30.0,10.0,3,0.9812940383643578,0.15283853694216998,1066666.6666666667,163027.77273831464,1,
4,5,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,28.0,9.333333333333334,3,0.9812940383643578,0.14824196442159016,1066666.6666666667,158124.76204969618,3,
4,5,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,25.0,8.333333333333334,3,0.9796805340343315,0.1401119740685745,1066666.6666666667,149452.77233981283,2,
4,5,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,24.0,8.0,3,0.984135950024806,0.1375682734899774,1066666.6666666667,146739.4917226426,4,9.0
4,5,Heather Mills,Jonathan Roberts,Model,Model,Unknown,England,39,36-45,21.0,7.0,3,0.7753845071505334,0.116237377980006,1066666.6666666667,123986.53651200641,7,6.0
4,5,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Entertainment,Connecticut,United States,59,>55,18.0,6.0,3,0.847421589713149,0.11332586005641015,1066666.6666666667,120880.91739350418,6,7.0
4,5,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,17.0,5.666666666666667,3,0.8580400139420192,0.11183112973366917,1066666.6666666667,119286.53838258046,5,8.0
4,5,Clyde Drexler,Elena Grinenko,Athlete,Sports,Louisiana,United States,44,36-45,13.0,4.333333333333333,3,0.30625305025809446,0.07984488330760264,1066666.6666666667,85167.8755281095,8,5.0
4,6,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,28.0,9.333333333333334,3,0.9756926216429107,0.17382698522884937,1133333.3333333333,197003.91659269595,3,
4,6,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,28.0,9.333333333333334,3,0.9702981140899585,0.17335876147949308,1133333.3333333333,196473.26301009214,1,
4,6,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,27.0,9.0,3,0.9669360195550326,0.16814134284365953,1133333.3333333333,190560.18855614745,2,
4,6,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,24.0,8.0,3,0.9690170571934188,0.15209439668924365,1133333.3333333333,172373.6495811428,4,9.0
4,6,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,21.0,7.0,3,0.7368639321678676,0.12276719610648197,1133333.3333333333,139136.15558734623,5,8.0
4,6,Heather Mills,Jonathan Roberts,Model,Model,Unknown,England,39,36-45,23.0,7.666666666666667,3,0.31726509132920677,0.10604413958528366,1133333.3333333333,120183.35819665481,7,6.0
4,6,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Entertainment,Connecticut,United States,59,>55,19.0,6.333333333333333,3,0.5003732835088964,0.10376717806698878,1133333.3333333333,117602.80180925394,6,7.0
4,7,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,29.5,9.833333333333334,3,0.9606838831415443,0.19436815759695056,1200000.0,233241.78911634066,2,
4,7,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,29.5,9.833333333333334,3,0.9576896302130125,0.19407738160293134,1200000.0,232892.85792351761,3,
4,7,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,27.0,9.0,3,0.9337573556207178,0.1791493205432363,1200000.0,214979.18465188355,1,
4,7,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,27.0,9.0,3,0.9122750080447911,0.17723534413559777,1200000.0,212682.41296271732,4,9.0
4,7,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Entertainment,Connecticut,United States,59,>55,22.5,7.5,3,0.5917600297602023,0.1326287463039416,1200000.0,159154.49556472994,6,7.0
4,7,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,19.0,6.333333333333333,3,0.5824779454932133,0.12254104981734242,1200000.0,147049.25978081088,5,8.0
4,8,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,29.0,9.666666666666666,3,0.9509679714267778,0.2361337499028154,1266666.6666666665,299102.74987689947,1,
4,8,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,27.5,9.166666666666666,3,0.9570166025831067,0.2274437528168619,1266666.6666666665,288095.4202346917,2,
4,8,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,26.5,8.833333333333334,3,0.9303106702741115,0.21784002017627777,1266666.6666666665,275930.69222328515,3,
4,8,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,23.5,7.833333333333333,3,0.7441192260663088,0.18074363861322462,1266666.6666666665,228941.9422434178,4,9.0
4,8,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Entertainment,Kentucky,United States,45,36-45,19.0,6.333333333333333,3,0.426022358797855,0.13783883849082032,1266666.6666666665,174595.86208837238,5,8.0
4,9,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,30.0,10.0,3,0.9283539400743828,0.2921320322339104,1333333.3333333335,389509.37631188054,2,
4,9,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,30.0,10.0,3,0.9281365933978584,0.292100286995716,1333333.3333333335,389467.04932762135,3,
4,9,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,29.5,9.833333333333334,3,0.7506024837835883,0.23572691585505978,1333333.3333333335,314302.5544734131,1,
4,9,Ian Ziering,Cheryl Burke,Actor/Actress,Entertainment,New Jersey,United States,42,36-45,29.0,9.666666666666666,3,0.4334833476510831,0.18004076491531387,1333333.3333333335,240054.35322041853,4,9.0
4,10,Apolo Anton Ohno,Julianne Hough,Athlete,Sports,Washington,United States,24,≤25,29.3332,9.777733333333334,3,0.9610957589894028,0.4080879799770542,1400000.0,571323.1719678759,1,
4,10,Joey Fatone,Kym Johnson,Singer/Rapper,Entertainment,New York,United States,30,26-35,28.6665,9.5555,3,0.745301264899147,0.3148562256797615,1400000.0,440798.7159516661,2,
4,10,Laila Ali,Maksim Chmerkoskiy,Athlete,Sports,Florida,United States,29,26-35,28.333200000000005,9.444400000000002,3,0.6404944855536397,0.2770557943431844,1400000.0,387878.11208045814,3,
5,1,Sabrina Bryan,Mark Ballas,Actor/Actress,Entertainment,California,United States,23,≤25,26.0,8.666666666666666,3,0.9843771455847481,0.10019174551366229,800000.0,80153.39641092984,7,6.0
5,1,Helio Castroneves,Julianne Hough,Racing Driver,Sports,Unknown,Brazil,32,26-35,25.0,8.333333333333334,3,0.9878817420925297,0.09767643544625439,800000.0,78141.1483570035,1,
5,1,Mel B,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Unknown,England,32,26-35,24.0,8.0,3,0.9878817420925297,0.09453718499399145,800000.0,75629.74799519316,2,
5,1,Jane Seymour,Tony Dovolani,Actor/Actress,Entertainment,Unknown,England,56,>55,24.0,8.0,3,0.9869779087695494,0.09449447171710999,800000.0,75595.577373688,6,7.0
5,1,Marie Osmond,Jonathan Roberts,Singer/Rapper,Entertainment,Utah,United States,47,46-55,21.0,7.0,3,0.9828976721669338,0.08355017277950114,800000.0,66840.13822360091,3,
5,1,Mark Cuban,Kym Johnson,TV Personality,Media,Pennsylvania,United States,49,46-55,21.0,7.0,3,0.9820988153151374,0.08351680712954242,800000.0,66813.44570363393,8,5.0
5,1,Jennie Garth,Derek Hough,Actor/Actress,Entertainment,Illinois,United States,35,26-35,21.0,7.0,3,0.981622406263568,0.08349691541734706,800000.0,66797.53233387765,4,9.0
5,1,Cameron Mathison,Edyta Sliwinska,Actor/Actress,Entertainment,Unknown,Canada,38,36-45,21.0,7.0,3,0.981330942671193,0.08348474814848768,800000.0,66787.79851879014,5,8.0
5,1,Albert Reed,Anna Trebunskaya,Model,Model,Florida,United States,22,≤25,21.0,7.0,3,0.9691868424762536,0.08297936049771634,800000.0,66383.48839817307,11,2.0
5,1,Wayne Newton,Cheryl Burke,Singer/Rapper,Entertainment,Virginia,United States,65,>55,19.0,6.333333333333333,3,0.945963319452242,0.07573772893231111,800000.0,60590.18314584889,10,3.0
5,1,Floyd Mayweather Jr.,Karina Smirnoff,Athlete,Sports,Michigan,United States,30,26-35,18.0,6.0,3,0.9088622314180997,0.07189309260206411,800000.0,57514.47408165129,9,4.0
5,1,Josie Maran,Alec Mazo,Model,Model,California,United States,29,26-35,16.0,5.333333333333333,3,0.22072739885565962,0.048441336822011946,800000.0,38753.069457609556,12,1.0
5,2,Helio Castroneves,Julianne Hough,Racing Driver,Sports,Unknown,Brazil,32,26-35,27.0,9.0,3,0.9788166594556993,0.11002432869570851,866666.6666666667,95354.41820294739,1,
5,2,Sabrina Bryan,Mark Ballas,Actor/Actress,Entertainment,California,United States,23,≤25,26.0,8.666666666666666,3,0.9853789709335637,0.10788413778017186,866666.6666666667,93499.58607614896,7,6.0
5,2,Marie Osmond,Jonathan Roberts,Singer/Rapper,Entertainment,Utah,United States,47,46-55,24.0,8.0,3,0.9794851483430638,0.10149498834880337,866666.6666666667,87962.32323562959,3,
5,2,Mel B,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Unknown,England,32,26-35,23.0,7.666666666666667,3,0.9785415324126765,0.09803424547854044,866666.6666666667,84963.01274806839,2,
5,2,Jennie Garth,Derek Hough,Actor/Actress,Entertainment,Illinois,United States,35,26-35,21.0,7.0,3,0.9543374956319689,0.09002497985544358,866666.6666666667,78021.64920805111,4,9.0
5,2,Cameron Mathison,Edyta Sliwinska,Actor/Actress,Entertainment,Unknown,Canada,38,36-45,21.0,7.0,3,0.9536337406065185,0.089993307662142,866666.6666666667,77994.1999738564,5,8.0
5,2,Jane Seymour,Tony Dovolani,Actor/Actress,Entertainment,Unknown,England,56,>55,21.0,7.0,3,0.932256711646905,0.0890365352368725,866666.6666666667,77164.9972052895,6,7.0
5,2,Floyd Mayweather Jr.,Karina Smirnoff,Athlete,Sports,Michigan,United States,30,26-35,21.0,7.0,3,0.8946543229964531,0.087378180411501,866666.6666666667,75727.7563566342,9,4.0
5,2,Albert Reed,Anna Trebunskaya,Model,Model,Florida,United States,22,≤25,21.0,7.0,3,0.7459773737836142,0.08111818171570959,866666.6666666667,70302.42415361498,11,2.0
5,2,Mark Cuban,Kym Johnson,TV Personality,Media,Pennsylvania,United States,49,46-55,18.0,6.0,3,0.7858372596768226,0.0749298203208642,866666.6666666667,64939.17761141565,8,5.0
5,2,Wayne Newton,Cheryl Burke,Singer/Rapper,Entertainment,Virginia,United States,65,>55,15.0,5.0,3,0.7832300048671507,0.07008129449424305,866666.6666666667,60737.12189501065,10,3.0
5,3,Sabrina Bryan,Mark Ballas,Actor/Actress,Entertainment,California,United States,23,≤25,27.0,9.0,3,0.9838383238668285,0.11503461934600782,933333.3333333334,107365.64472294065,7,6.0
5,3,Jane Seymour,Tony Dovolani,Actor/Actress,Entertainment,Unknown,England,56,>55,27.0,9.0,3,0.9811694743678502,0.11488121667782653,933333.3333333334,107222.46889930476,6,7.0
5,3,Mel B,Maksim Chmerkoskiy,Singer/Rapper,Entertainment,Unknown,England,32,26-35,27.0,9.0,3,0.9782790778669553,0.11471531045704039,933333.3333333334,107067.62309323771,2,
5,3,Jennie Garth,Derek Hough,Actor/Actress,Entertainment,Illinois,United States,35,26-35,26.0,8.666666666666666,3,0.9812284638709676,0.11119381085769861,933333.3333333334,103780.89013385204,4,9.0
5,3,Marie Osmond,Jonathan Roberts,Singer/Rapper,Entertainment,Utah,United States,47,46-55,26.0,8.666666666666666,3,0.9790312614367253,0.11107172027846296,933333.3333333334,103666.93892656543,3,
5,3,Helio Castroneves,Julianne Hough,Racing Driver,Sports,Unknown,Brazil,32,26-35,24.0,8.0,3,0.9697014828173347,0.10271353890052269,933333.3333333334,95865.96964048785,1,
